"ident","Carte","Profil","Choix","enqueteur","sexe","age","ann_insta","commun_exp","form_gen","form_agri","pc_fvd","pc_ferm","adh_group","adh_sica","adh_cuma","sau","s_ignames","s_autr_tuber","s_banane","s_canne","s_prairie","s_meca","conduite_ig","acti_agri","uth","uth_ig","success","revenu_agri","ig_annees","ig_prod_prin","ig_part_revenu","ig_lev_rev","ig_lev_diversif","ig_chaque_ann","ig_nb_var_cult","ig_semenceau","ig_assoc_var","ig_fr_maladie","ig_fr_temps_trav","ig_fr_dispo_plant","ig_fr_cout_prod","ig_fr_vol","ig_fr_eau","ig_fr_cons_plant","pb_dispo_sem","ig_av_s2","ig_av_nb_var","attri_cout","attri_nb_var","attri_dispo","attri_engage","Q4.03","Q4.06","Q4.09","Q4.13","Q4.15","Q4.18","Q4.22","Q4.24","fut_acha_sem_qual","futur_prod_ig971","futur_conso_ig971","carte","profil","cout_sem","nb_varietes","dispo_sem","engage"
"AM01","c4",2,"0","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",4,1,1.5,5,0.25,1
"AM01","c4",2,"1","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",4,2,1.5,15,1,0
"AM01","c5",2,"0","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",5,0,0,0,0,0
"AM01","c5",2,"0","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",5,1,3.5,15,0.25,1
"AM01","c5",2,"1","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",5,2,2.5,15,1,1
"AM01","c6",1,"0","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",6,0,0,0,0,0
"AM01","c6",1,"1","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",6,1,2.5,15,0.25,0
"AM01","c6",1,"0","AM","H",58,"1989","ANSE - BERTRAND","Secondaire court","Sur le tas","0.00%","100.00%",0,1,0,8.2,0.2,0,0,6,2,6.2,"A PLAT","100%",1,0.1,0,"75-100",29,0,"0-25",0,0,1,2,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,0,0,0,"AUGMENTATION","AUGMENTATION",1,3,4,2,1,1,1,1,1,1,"1","1","25%","AUGMENTATION","AUGMENTATION",6,2,1.5,5,0.25,1
"AM02","c1",0,"1","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",1,0,0,0,0,0
"AM02","c1",0,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",1,1,3.5,5,1,0
"AM02","c1",0,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",1,2,3.5,15,0.25,1
"AM02","c2",2,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",2,0,0,0,0,0
"AM02","c2",2,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",2,1,1.5,15,1,0
"AM02","c2",2,"1","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",2,2,2.5,15,0.25,0
"AM02","c3",0,"1","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",3,0,0,0,0,0
"AM02","c3",0,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",3,1,2.5,15,1,1
"AM02","c3",0,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",3,2,3.5,5,1,0
"AM02","c4",2,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",4,0,0,0,0,0
"AM02","c4",2,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",4,1,1.5,5,0.25,1
"AM02","c4",2,"1","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",4,2,1.5,15,1,0
"AM02","c5",1,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",5,0,0,0,0,0
"AM02","c5",1,"1","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",5,1,3.5,15,0.25,1
"AM02","c5",1,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",5,2,2.5,15,1,1
"AM02","c6",1,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",6,0,0,0,0,0
"AM02","c6",1,"1","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",6,1,2.5,15,0.25,0
"AM02","c6",1,"0","AM","H",63,"1988","PETIT - CANAL","Primaire","Sur le tas","100%","0.00%",0,1,0,6.3,0.3,1.2,0,0.7,3.6,2.7,"A PLAT","100%",1,0.2,0,"75-100",10,0,"0-25",0,0,1,3,"PRODUCTION PERSONNELLE",1,0,0,0,0,0,1,0,0,"AUGMENTATION","AUGMENTATION",2,1,4,3,0,1,1,1,0,0,"0","0","25%","AUGMENTATION","AUGMENTATION",6,2,1.5,5,0.25,1
"AM03","c1",1,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",1,0,0,0,0,0
"AM03","c1",1,"1","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",1,1,3.5,5,1,0
"AM03","c1",1,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",1,2,3.5,15,0.25,1
"AM03","c2",1,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",2,0,0,0,0,0
"AM03","c2",1,"1","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",2,1,1.5,15,1,0
"AM03","c2",1,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",2,2,2.5,15,0.25,0
"AM03","c3",0,"1","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",3,0,0,0,0,0
"AM03","c3",0,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",3,1,2.5,15,1,1
"AM03","c3",0,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",3,2,3.5,5,1,0
"AM03","c4",1,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",4,0,0,0,0,0
"AM03","c4",1,"1","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",4,1,1.5,5,0.25,1
"AM03","c4",1,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",4,2,1.5,15,1,0
"AM03","c5",0,"1","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",5,0,0,0,0,0
"AM03","c5",0,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",5,1,3.5,15,0.25,1
"AM03","c5",0,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",5,2,2.5,15,1,1
"AM03","c6",2,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",6,0,0,0,0,0
"AM03","c6",2,"0","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",6,1,2.5,15,0.25,0
"AM03","c6",2,"1","AM","H",50,"2009","PORT - LOUIS","Superieur","BEPA","0.00%","20.00%",0,1,1,8,0.3,1,0.2,1,0,8,"LES DEUX","100%",1,0.4,0,"75-100",20,0,"0-25",0,0,1,2,"COMMERCE",1,0,0,1,0,0,0,0,1,"AUGMENTATION","AUGMENTATION",1,2,4,3,1,1,1,1,0,0,"0","1","100%","DISPARITION","AUGMENTATION",6,2,1.5,5,0.25,1
"AM04","c1",2,"0","AM","H",58,"1993","PORT - LOUIS","Superieur","BTSA","0.00%","100.00%",1,1,1,26,0.2,0.1,0,9.4,16.3,9.7,"LES DEUX","100%",3.5,2.5,0,"75-100",25,0,"0-25",0,0,1,4,"PRODUCTION PERSONNELLE",1,1,0,0,0,0,0,0,0,"AUGMENTATION","MAINTIEN",3,1,2,4,1,1,1,1,1,1,"1","1","100%","AUGMENTATION","AUGMENTATION",1,0,0,0,0,0
